X,Y,fid,gml_id,OBJECTID,C_S_Nr,C_S_Name,C_S_SG,C_S_Str,C_S_HNr,C_S_PLZ,C_S_Ort,C_S_Email,C_S_HomeP,C_S_GEO_X,C_S_GEO_Y,C_S_Status,C_S_SF,C_S_SF_Sta,C_S_GTA,C_S_Traeg,C_S_SI,C_S_PrSt,C_S_SuS,C_S_SuS_ES,C_S_SuS_PS,C_S_SuS_S1,C_S_SuS_S2,Schwerpunkt
575659.519,5936865.644,C_2015_Schulen_SekI.77,idefd552eb-07a0-4565-bfef-65917d70246f,212,5515,Schule Bekkamp,60008,Bekkamp,52,22045,Hamburg,schule-bekkamp@bsb.hamburg.de,http://www.schule-bekkamp.de,575659.519,5936865.644,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,124,0,35,63,26,
573206.678,5941163.91299999971,C_2015_Schulen_SekI.78,idefb8d2b7-b4ea-447c-9c80-259eba8ad8f8,235,5565,Schule Surenland,62007,Bramfelder Weg,121,22159,Hamburg,schule-surenland@bsb.hamburg.de,http://www.surenland.de,573206.678,5941163.913,staatl.,G,G,GTS ohne Träger,,3,PrSt,296,36,201,59,0,
576924.861,5929920.28299999982,C_2015_Schulen_SekI.79,id77f28515-6edc-47db-912c-f05d97d37b94,254,5613,Schule Weidemoor,75001,Weidemoor,1,21033,Hamburg,schule-weidemoor@bsb.hamburg.de,http://www.weidemoor.hamburg.de,576924.861,5929920.283,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,145,0,47,79,19,
549815.867,5937102.11199999973,C_2015_Schulen_SekI.80,id6835fc37-601d-4f96-aa27-c171ff93f6d0,264,5649,Stadtteilschule Rissen,34005,Voßhagen,15,22559,Hamburg,stadtteilschule-rissen@bsb.hamburg.de,http://www.stadtteilschule-rissen.de,549815.867,5937102.112,staatl.,STS,STS,GTS-Übergang,,4,,464,0,0,425,39,
576236.525,5938955.142,C_2015_Schulen_SekI.81,id8dbec48c-54bf-4309-a9b9-8842177e040c,265,5650,Stadtteilschule Altrahlstedt,74029,Kielkoppelstraße,16 d,22149,Hamburg,stadtteilschule-altrahlstedt@bsb.hamburg.de,http://www.stadtteilschule-altrahlstedt-hamburg.de,576236.525,5938955.142,staatl.,STS,STS,GTS ohne Träger,,2,,790,0,0,668,122,
563189.01,5923391.831,C_2015_Schulen_SekI.82,ide6206fc6-eafd-4f45-ac09-dc25820bb62c,266,5651,Stadtteilschule Ehestorfer Weg,96001,Ehestorfer Weg,14,21075,Hamburg,stadtteilschule-ehestorfer-weg@bsb.hamburg.de,http://www.schule-ehestorferweg.de,563189.01,5923391.831,staatl.,STS,STS,GTS ohne Träger,,2,,737,0,0,607,130,
562686.131,5935725.89699999988,C_2015_Schulen_SekI.83,idef2691e7-5088-4a58-847b-21b524f55051,267,5654,Kurt-Tucholsky-Schule,23004,Eckernförder Straße,70,22769,Hamburg,kurt-tucholsky-schule@bsb.hamburg.de,http://www.tucholsky-schule.de,562686.131,5935725.897,staatl.,STS,STS,GTS ohne Träger,,2,,690,0,0,558,132,
562293.699,5937733.68599999975,C_2015_Schulen_SekI.84,id3176b6ea-8a46-4467-983a-2da258010c3d,268,5655,Stadtteilschule Stellingen,43013,Sportplatzring,73,22527,Hamburg,stadtteilschule-stellingen@bsb.hamburg.de,http://www.stadtteilschule-stellingen.de,562293.699,5937733.686,staatl.,STS,STS,GTS ohne Träger,,3,,986,0,0,739,247,
571286.912,5941130.284,C_2015_Schulen_SekI.85,idad46f275-e612-4ed5-8c00-f3a6b6a3afb5,269,5656,Stadtteilschule Bramfeld,63012,Hegholt,44,22179,Hamburg,stadtteilschule-bramfeld@bsb.hamburg.de,http://www.stadtteilschule-bramfeld.de,571286.912,5941130.284,staatl.,STS,STS,GTS ohne Träger,,3,,706,0,0,636,70,
578830.655,5928638.454,C_2015_Schulen_SekI.86,id3ec28b97-9e11-430e-b60f-4bceaf0363d3,270,5657,Stadtteilschule Richard-Linde-Weg,75014,Richard-Linde-Weg,49,21033,Hamburg,stadtteilschule-richard-linde-weg@bsb.hamburg.de,http://www.richard-linde-weg.de,578830.655,5928638.454,staatl.,STS,STS,GTS ohne Träger,,2,,793,0,0,644,149,
567328.892,5926489.87799999956,C_2015_Schulen_SekI.87,idd73addc3-569a-40f6-8cae-1dfd7c1553e8,271,5658,Stadtteilschule Stübenhofer Weg,16023,Stübenhofer Weg,20,21109,Hamburg,stadtteilschule-stuebenhofer-weg@bsb.hamburg.de,http://www.stuebenhofer-weg.de/,567328.892,5926489.878,staatl.,STS,STS,GTS ohne Träger,,2,,686,0,0,674,12,
556254.798,5936124.65,C_2015_Schulen_SekI.88,idba1c20fe-356c-41cd-9d8f-40d2c9a71463,272,5659,Stadtteilschule Flottbek,29010,Goosacker,41,22549,Hamburg,stadtteilschule-goosacker@bsb.hamburg.de,http://stadtteilschule-goosacker.de,556254.798,5936124.65,staatl.,STS,STS,GTS ohne Träger,,3,,463,0,0,411,52,
576611.719,5941048.795,C_2015_Schulen_SekI.89,id968deeb4-d447-430e-b6d3-ab38109be160,273,5660,Stadtteilschule Oldenfelde,74018,Delingsdorfer Weg,6,22143,Hamburg,stadtteilschule-oldenfelde@bsb.hamburg.de,http://www.sts-oldenfelde.de,576611.719,5941048.795,staatl.,STS,STS,GTS ohne Träger,,3,,782,0,0,668,114,
557784.524,5938323.456,C_2015_Schulen_SekI.90,id6a1bcc51-96b3-43ae-b364-392ca43a46d7,274,5661,Stadtteilschule Lurup,28010,Veermoor,4,22547,Hamburg,stadtteilschule-lurup@bsb.hamburg.de,http://www.stadtteilschule-lurup.de,557784.524,5938323.456,staatl.,STS,STS,GTS ohne Träger,,2,,902,0,0,746,156,1
569986.416,5937402.56599999964,C_2015_Schulen_SekI.91,id25b69576-aab2-4f1f-bc6b-abb0743edbaf,275,5662,Stadtteilschule Barmbek,52002,Tieloh,28,22049,Hamburg,stadtteilschule-barmbek@bsb.hamburg.de,http://www.stadtteilschule-barmbek.hamburg.de,569986.416,5937402.566,staatl.,STS,STS,GTS ohne Träger,,2,,1129,0,0,782,347,
567369.159,5934833.71,C_2015_Schulen_SekI.92,id2f1fb2d9-4cbe-4730-b25c-3a5c74de916b,276,5663,Stadtteilschule Hamburg-Mitte,5005,Griesstraße,101,20099,Hamburg,stadtteilschule-hamburg-mitte@bsb.hamburg.de,http://www.stadtteilschule-hamburg-mitte.de,567369.159,5934833.71,staatl.,STS,STS,GTS ohne Träger,,2,,1084,0,0,877,207,1
564820.264,5924200.21899999958,C_2015_Schulen_SekI.93,id85dc454f-9a74-4b93-90c4-f40a7db39af2,277,5664,Lessing-Stadtteilschule,88001,Am Soldatenfriedhof,21,21073,Hamburg,lessing-stadtteilschule@bsb.hamburg.de,http://www.lessing-stadtteilschule-hamburg.de,564820.264,5924200.219,staatl.,STS,STS,GTS ohne Träger,,3,,820,0,0,582,238,
562948.593,5943165.812,C_2015_Schulen_SekI.94,idc25db834-2eec-40f5-a77c-3986b527c953,278,5665,Stadtteilschule Niendorf,40011,Sachsenweg,74,22455,Hamburg,stadtteilschule-niendorf@bsb.hamburg.de,http://www.stadtteilschule-niendorf.de,562948.593,5943165.812,staatl.,STS,STS,GTS ohne Träger,,5,,1043,0,0,855,188,1
564967.577,5934315.428,C_2015_Schulen_SekI.95,id8a368099-c808-4964-87f2-5960a7409138,279,5667,Stadtteilschule Am Hafen,3007,Struenseestraße,20,20355,Hamburg,stadtteilschule-am-hafen@bsb.hamburg.de,http://www.schule-am-hafen.eu,564967.577,5934315.428,staatl.,STS,STS,GTS ohne Träger,,1,,1177,0,0,964,213,1
555462.889,5925311.62799999956,C_2015_Schulen_SekI.96,ide31bf9c6-f99a-4eaf-92d3-f3893e62e56f,281,5669,Stadtteilschule Fischbek/Falkenberg,101010,Heidrand,5,21149,Hamburg,stadtteilschule-fischbek-falkenberg@bsb.hamburg.de,http://www.stadtteilschule-fischbek-falkenberg.de,555462.889,5925311.628,staatl.,STS,STS,GBS (immer mit Träger),,4,PrSt,1545,23,237,1025,260,1
574557.902,5937424.019,C_2015_Schulen_SekI.97,id9d18faea-ef5c-4104-94f3-9d1db39b2385,282,5670,Otto-Hahn-Schule,60005,Jenfelder Allee,53,22043,Hamburg,otto-hahn-schule@bsb.hamburg.de,http://www.otto-hahn-schule.hamburg.de,574557.902,5937424.019,staatl.,STS,STS,GTS ohne Träger,,2,,1387,0,0,960,427,1
565220.016,5923192.649,C_2015_Schulen_SekI.98,idb196be6b-b18b-4c6e-8956-d2f6681ab17a,284,5703,Schule Maretstraße,88008,Maretstraße,50,21073,Hamburg,schule-maretstrasse@bsb.hamburg.de,http://www.maretstrasse.de,565220.016,5923192.649,staatl.,STS,STS,GTS ohne Träger,,1,PrSt,777,55,277,445,0,
563412.387,5924820.41399999987,C_2015_Schulen_SekI.99,idb7b27c18-3b6e-4aad-9f48-0a693a9b7f59,285,5704,Schule Grumbrechtstraße,97008,Grumbrechtstraße,63,21075,Hamburg,Schule-Grumbrechtstrasse@bsb.hamburg.de,http://www.schule-grumbrechtstrasse.de,563412.387,5924820.414,staatl.,G,G,GTS ohne Träger,,2,PrSt,536,59,372,105,0,
564464.96,5921641.048,C_2015_Schulen_SekI.100,idc4e3df84-cf20-49f3-b122-6c1499347500,294,5722,Schule Elfenwiese,95004,Elfenwiese,3,21077,Hamburg,Schule-Elfenwiese@bsb.hamburg.de,http://www.schule-elfenwiese.hamburg.de,564464.96,5921641.048,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,189,0,60,123,6,
564497.741,5921827.917,C_2015_Schulen_SekI.101,ida29961fc-f52b-4e32-99b7-ad1a6c4b4311,295,5723,Schule Nymphenweg,95004,Hausbrucher Bahnhofstraße,19,21077,Hamburg,Schule-Nymphenweg@bsb.hamburg.de,http://www.schule-nymphenweg.hamburg.de,564497.741,5921827.917,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,95,0,34,53,8,
567940.718,5926911.96499999985,C_2015_Schulen_SekI.102,id2b7401fa-958b-49b0-999b-9e15668a1c96,307,5773,Schule an der Burgweide,16018,Karl-Arnold-Ring,13,21109,Hamburg,schule-an-der-burgweide@bsb.hamburg.de,http://www.burgweide.de,567940.718,5926911.965,staatl.,G,G,GTS ohne Träger,,1,PrSt,265,22,173,70,0,
574284.018,5933056.723,C_2015_Schulen_SekI.103,id6545cd71-5176-44df-b728-bf6dc8ec84a6,308,5800,Kurt-Körber-Gymnasium,12015,Pergamentweg,1,22117,Hamburg,Kurt-Koerber-Gymnasium@bsb.hamburg.de,http://www.kurt-koerber-gymnasium.de,574284.018,5933056.723,staatl.,GY,GY,GTS ohne Träger,,2,,512,0,0,421,91,
564068.318,5924430.904,C_2015_Schulen_SekI.104,id9dfd7713-fd92-4916-83eb-6884afee4883,309,5801,Friedrich-Ebert-Gymnasium,97009,Alter Postweg,30,21075,Hamburg,Friedrich-Ebert-Gymnasium@bsb.hamburg.de,http://www.ebert-gymnasium.de,564068.318,5924430.904,staatl.,GY,GY,GTS ohne Träger,,5,,732,0,0,586,146,
571042.823,5936548.139,C_2015_Schulen_SekI.105,id222c633c-2c6c-42ac-a26d-72390200afc6,310,5802,Matthias-Claudius-Gymnasium,58012,Witthöfftstraße,8,22041,Hamburg,matthias-claudius-gymnasium@bsb.hamburg.de,http://www.matthias-claudius-gymnasium.de,571042.823,5936548.139,staatl.,GY,GY,GTS ohne Träger,,4,,888,0,0,681,207,
557350.674,5924912.94099999964,C_2015_Schulen_SekI.106,id47f635fd-c9a9-4ad6-8534-02d4cfa237e5,311,5803,Gymnasium Süderelbe,101011,Falkenbergsweg,5,21149,Hamburg,gymnasium-suederelbe@bsb.hamburg.de,http://www.gymnasium-suederelbe.de,557350.674,5924912.941,staatl.,GY,GY,GTS ohne Träger,,5,,964,0,0,744,220,
567228.68,5928346.49799999967,C_2015_Schulen_SekI.107,id6779c5b9-e618-4d60-b742-4ef4f3b65986,312,5807,Helmut-Schmidt-Gymnasium,16011,Krieterstraße,5,21109,Hamburg,helmut-schmidt-gymnasium@bsb.hamburg.de,http://www.helmut-schmidt-gymnasium.de,567228.68,5928346.498,staatl.,GY,GY,GTS ohne Träger,,2,,796,0,0,626,170,
549815.867,5937102.11199999973,C_2015_Schulen_SekI.108,idd8f277af-fb6d-4fe6-bf4a-7b4ffa5abf22,313,5809,Gymnasium Rissen,34005,Voßhagen,15,22559,Hamburg,gymnasium-rissen@bsb.hamburg.de,http://www.gyri.de,549815.867,5937102.112,staatl.,GY,GY,GTS ohne Träger,,6,,598,0,0,452,146,
568206.79,5942635.676,C_2015_Schulen_SekI.109,id1521088b-dc98-4346-8619-42e3de0b13d2,314,5810,Albert-Schweitzer-Gymnasium,54005,Struckholt,27,22337,Hamburg,albert-schweitzer-gymnasium@bsb.hamburg.de,http://www.asg-hh.de,568206.79,5942635.676,staatl.,GY,GY,GTS ohne Träger,,6,,1002,0,0,760,242,
567351.947,5943143.188,C_2015_Schulen_SekI.110,id684cbebc-32b7-44ec-af67-b72d02e19fd4,315,5811,Gymnasium Alstertal,55003,Erdkampsweg,89,22335,Hamburg,gymnasium-alstertal@bsb.hamburg.de,http://www.gymnasium-alstertal.hamburg.de,567351.947,5943143.188,staatl.,GY,GY,GTS ohne Träger,,5,,455,0,0,366,89,
576063.504,5946812.684,C_2015_Schulen_SekI.111,id86240ffa-c7fa-4283-a561-3c2c1d718d5d,316,5812,Gymnasium Buckhorn,73001,Im Regestall,25,22359,Hamburg,Gymnasium-Buckhorn@bsb.hamburg.de,http://www.buckhorn.de/,576063.504,5946812.684,staatl.,GY,GY,GTS ohne Träger,,6,,1084,0,0,844,240,
557903.629,5934707.313,C_2015_Schulen_SekI.112,id34516ea5-be27-415e-8411-f885b6eb18a2,317,5813,Christianeum,27001,Otto-Ernst-Straße,34,22605,Hamburg,christianeum@bsb.hamburg.de,http://www.christianeum.org,557903.629,5934707.313,staatl.,GY,GY,GTS ohne Träger,,6,,1015,0,0,734,281,
562690.784,5923546.074,C_2015_Schulen_SekI.113,idcbbf0300-e8af-467c-8b1e-f7650df9e30d,318,5814,Heisenberg-Gymnasium,96001,Triftstraße,43,21075,Hamburg,Heisenberg-Gymnasium@bsb.hamburg.de,http://www.heisenberg-gymnasium-hamburg.de,562690.784,5923546.074,staatl.,GY,GY,GTS ohne Träger,,5,,728,0,0,572,156,
577688.739,5945433.78899999987,C_2015_Schulen_SekI.114,id9a6e023f-82d9-4c36-8210-e061b46b09bd,319,5816,Walddörfer-Gymnasium,73007,Im Allhorn,45,22359,Hamburg,walddoerfer-gymnasium@bsb.hamburg.de,http://www.wdg-hamburg.de,577688.739,5945433.789,staatl.,GY,GY,GTS ohne Träger,,6,,1015,0,0,744,271,
567369.159,5934833.71,C_2015_Schulen_SekI.115,idc6a69f6f-9931-4695-a8c5-ac43f4634790,320,5818,Abendschule St. Georg,5005,Rostocker Straße,41,20099,Hamburg,Staatliches-Abendgymnasium-St-Georg@bsb.hamburg.de,"http://www.hh.schule.de/abg-stgeorg, www.agstgeorg.de",567369.159,5934833.71,staatl.,ErwBi,ErwBi,unbekannt,,-1,,557,0,0,234,323,
564721.606,5934793.898,C_2015_Schulen_SekI.116,id6ba8ae57-c71c-4b18-b05c-05101449e661,321,5819,Abendschule Vor dem Holstentor,4003,Holstenglacis,6,20355,Hamburg,staatliches-abendgymnasium-holstentor@bsb.hamburg.de,http://www.as-holstentor.de,564721.606,5934793.898,staatl.,ErwBi,ErwBi,unbekannt,,-1,,665,0,0,323,342,
571638.658,5940984.423,C_2015_Schulen_SekI.117,id07ca8f4b-3183-406a-8a49-7b47d56e87b2,324,5822,Johannes-Brahms-Gymnasium,63012,Höhnkoppelort,24,22179,Hamburg,Johannes-Brahms-Gymnasium@bsb.hamburg.de,http://www.johannes-brahms-gymnasium.de,571638.658,5940984.423,staatl.,GY,GY,GTS ohne Träger,,4,,666,0,0,538,128,
564146.353,5939097.559,C_2015_Schulen_SekI.118,id23efe2d7-12d9-4f59-855c-2b92c68ecaf8,325,5823,Gymnasium Corveystraße,39009,Corveystraße,6,22529,Hamburg,gymnasium-corveystrasse@bsb.hamburg.de,http://www.corvey.hamburg.de,564146.353,5939097.559,staatl.,GY,GY,GTS ohne Träger,,5,,740,0,0,582,158,
559066.188,5939220.89499999955,C_2015_Schulen_SekI.119,id66e56341-4791-40f9-a6cb-4ec350285084,326,5824,Goethe-Gymnasium,28006,Rispenweg,28,22547,Hamburg,goethe-gymnasium@bsb.hamburg.de,http://www.goethe-hamburg.de,559066.188,5939220.895,staatl.,GY,GY,GTS ohne Träger,,4,,825,0,0,660,165,
556727.849,5936361.031,C_2015_Schulen_SekI.120,id2886ed59-0c2c-4303-86e8-947a4623204a,327,5825,Lise-Meitner-Gymnasium,29008,Knabeweg,3,22549,Hamburg,lise-meitner-gymnasium@bsb.hamburg.de,http://www.hh.schule.de/lmg,556727.849,5936361.031,staatl.,GY,GY,GTS ohne Träger,,4,,797,0,0,627,170,
563488.104,5944128.951,C_2015_Schulen_SekI.121,idad0135da-4c0d-4e81-b5d9-fdc49e52a784,328,5829,Gymnasium Ohmoor,40003,Sachsenweg,76,22455,Hamburg,Gymnasium-Ohmoor@bsb.hamburg.de,http://www.gymnasium-ohmoor.de,563488.104,5944128.951,staatl.,GY,GY,GTS ohne Träger,,6,,1248,0,0,922,326,
560716.686,5934036.97,C_2015_Schulen_SekI.122,idcb94ab36-c686-4146-8eaa-f5a692e2be10,329,5830,Gymnasium Altona,24006,Bleickenallee,5,22763,Hamburg,Gymnasium-Altona@bsb.hamburg.de,http://www.gymaltona.de,560716.686,5934036.97,staatl.,GY,GY,GTS ohne Träger,,5,,1016,0,0,788,228,
553502.031,5935173.119,C_2015_Schulen_SekI.123,id63cbc282-a736-4239-92a7-b78fd755b063,330,5831,Gymnasium Blankenese,31004,Oesterleystraße,27,22587,Hamburg,gymnasium-blankenese@bsb.hamburg.de,http://www.gymnasium-blankenese.de,553502.031,5935173.119,staatl.,GY,GY,GTS ohne Träger,,6,,1014,0,0,762,252,
576511.488,5926937.786,C_2015_Schulen_SekI.124,idaad8d86b-17ba-4b69-9e50-18b333be6e84,331,5832,Gymnasium Allermöhe,107002,Walter-Rothenburg-Weg,41,21035,Hamburg,Gymnasium-Allermoehe@bsb.hamburg.de,http://www.gymnasium-allermoehe.de,576511.488,5926937.786,staatl.,GY,GY,GTS ohne Träger,,4,,676,0,0,510,166,
569003.564,5939445.911,C_2015_Schulen_SekI.125,iddb1f4fca-2e5a-463f-a3d4-e569ccea9107,332,5834,Margaretha-Rothe-Gymnasium,53005,Langenfort,5,22307,Hamburg,margaretha-rothe-gymnasium@bsb.hamburg.de,http://www.mrg-online.de,569003.564,5939445.911,staatl.,GY,GY,GTS ohne Träger,,4,,803,0,0,639,164,
568111.889,5947293.07699999958,C_2015_Schulen_SekI.126,id6a7f0da5-571e-4f24-af45-f2b5e2a90ab4,333,5835,Gymnasium Heidberg,56009,Fritz-Schumacher-Allee,200,22417,Hamburg,gymnasium-heidberg@bsb.hamburg.de,http://www.gymnasium-heidberg.de/,568111.889,5947293.077,staatl.,GY,GY,GTS ohne Träger,,5,,892,0,0,665,227,
576711.098,5940824.082,C_2015_Schulen_SekI.127,idf7364649-657b-4d78-a7d6-228b0608e7d2,334,5837,Gymnasium Oldenfelde,74018,Birrenkovenallee,12,22143,Hamburg,gymnasium-oldenfelde@bsb.hamburg.de,http://www.gym-old.de,576711.098,5940824.082,staatl.,GY,GY,GTS ohne Träger,,5,,866,0,0,641,225,
579213.498,5929432.025,C_2015_Schulen_SekI.128,ide80ed982-50bc-45d9-bda0-c6c114d4493e,335,5838,Gymnasium Bornbrook,75005,Schulenburgring,4,21031,Hamburg,gymnasium-bornbrook@bsb.hamburg.de,http://www.gymnasium-bornbrook.de,579213.498,5929432.025,staatl.,GY,GY,GTS ohne Träger,,4,,939,0,0,729,210,
564248.594,5920715.82199999969,C_2015_Schulen_SekI.129,id680c3db6-46d7-415a-bcdd-5c068ae231ec,336,5839,Immanuel-Kant-Gymnasium,95003,Am Pavillon,15,21077,Hamburg,Immanuel-Kant-Gymnasium@bsb.hamburg.de,http://www.immanuel-kant-gymnasium.de,564248.594,5920715.822,staatl.,GY,GY,GTS ohne Träger,,5,,592,0,0,428,164,
565984.86,5921542.989,C_2015_Schulen_SekI.130,id194cddae-911f-4c52-8de6-985b81fe54e8,337,5840,Alexander-von-Humboldt-Gymnasium,91007,Rönneburger Straße,50,21079,Hamburg,alexander-von-humboldt-gymnasium@bsb.hamburg.de,http://www.avh.hamburg.de,565984.86,5921542.989,staatl.,GY,GY,GTS ohne Träger,,5,,749,0,0,567,182,
553432.091,5936141.028,C_2015_Schulen_SekI.131,id42cf92ba-f2c5-4c6e-985d-496cd5214707,338,5841,Marion Dönhoff Gymnasium,31003,Willhöden,74,22587,Hamburg,marion-doenhoff-gymnasium@bsb.hamburg.de,http://www.marion-doenhoff-gymnasium.de,553432.091,5936141.028,staatl.,GY,GY,GTS ohne Träger,,6,,827,0,0,676,151,
563766.741,5937529.166,C_2015_Schulen_SekI.132,id7a8e063a-8794-48ab-80d2-6490d1d79075,339,5842,Gymnasium Hoheluft,38001,Christian-Förster-Straße,19,20253,Hamburg,gymnasium-hoheluft@bsb.hamburg.de,http://www.gymnasium-hoheluft.de,563766.741,5937529.166,staatl.,GY,GY,GTS ohne Träger,,5,,317,0,0,317,0,
565166.303,5937788.228,C_2015_Schulen_SekI.133,id5c00b2ed-3069-457a-92c0-8f48b1ae7ad5,340,5844,Gymnasium Eppendorf,45010,Hegestraße,35,20249,Hamburg,Gymnasium-Eppendorf@bsb.hamburg.de,http://www.gymnasium-eppendorf.de,565166.303,5937788.228,staatl.,GY,GY,GTS ohne Träger,,6,,869,0,0,672,197,
580948.881,5927849.01599999983,C_2015_Schulen_SekI.134,id91754535-9f0d-41e5-ac9d-bb311e158154,341,5845,Hansa-Gymnasium Bergedorf,76007,Hermann-Distel-Straße,25,21029,Hamburg,hansa-gymnasium-bergedorf@bsb.hamburg.de,http://www.hansa-gymnasium.de,580948.881,5927849.016,staatl.,GY,GY,GTS ohne Träger,,5,,784,0,0,577,207,
563990.299,5936494.50399999972,C_2015_Schulen_SekI.135,idccbcc5fd-63be-4211-93cd-3b646eab9ab5,342,5846,Gymnasium Kaiser-Friedrich-Ufer,35020,Kaiser-Friedrich-Ufer,6,20259,Hamburg,Gymnasium-Kaiser-Friedrich-Ufer@bsb.hamburg.de,http://www.kaifu-gymnasium.de,563990.299,5936494.504,staatl.,GY,GY,GTS ohne Träger,,5,,861,0,0,644,217,
580094.911,5929084.109,C_2015_Schulen_SekI.136,id581435e5-77bd-4045-8975-c9fca4d86cd6,343,5847,Gymnasium Lohbrügge,75006,An der Twiete,23,21031,Hamburg,Gymnasium-Lohbruegge@bsb.hamburg.de,http://www.gyloh.de,580094.911,5929084.109,staatl.,GY,GY,GTS ohne Träger,,5,,1092,0,0,828,264,
581473.852,5927740.12799999956,C_2015_Schulen_SekI.137,idc99c18a7-ba1f-48cc-88b0-762041b2d0f0,344,5848,Luisen-Gymnasium Bergedorf,76008,Reinbeker Weg,76,21029,Hamburg,Luisen-Gymnasium-Bergedorf@bsb.hamburg.de,http://www.halloluise.de,581473.852,5927740.128,staatl.,GY,GY,GTS ohne Träger,,6,,992,0,0,747,245,
570596.827,5945691.91899999976,C_2015_Schulen_SekI.138,idf080c5df-8f2d-4e55-bddf-91de11069030,345,5849,Carl-von-Ossietzky-Gymnasium,67010,Müssenredder,59,22399,Hamburg,Carl-von-Ossietzky-Gymnasium@bsb.hamburg.de,http://www.cvo-hamburg.de,570596.827,5945691.919,staatl.,GY,GY,GTS ohne Träger,,5,,979,0,0,720,259,
572767.464,5946129.37799999956,C_2015_Schulen_SekI.139,idc4294eee-e7d6-4bdf-a1f3-73fd7c8769a7,346,5850,Gymnasium Oberalster,66001,Alsterredder,26,22395,Hamburg,gymnasium-oberalster@bsb.hamburg.de,http://www.gymnasium-oberalster.de,572767.464,5946129.378,staatl.,GY,GY,GTS ohne Träger,,5,,843,0,0,642,201,
569359.629,5934474.484,C_2015_Schulen_SekI.140,idaba252f7-e2c9-4275-97e8-2fbf163149da,347,5853,Gymnasium Hamm,9001,Ebelingplatz,8,20537,Hamburg,gymnasium-hamm@bsb.hamburg.de,http://www.gyha.de,569359.629,5934474.484,staatl.,GY,GY,GTS ohne Träger,,2,,621,0,0,480,141,
557995.327,5931765.803,C_2015_Schulen_SekI.141,id33099ab3-006c-40be-a8c2-f828b0472c98,348,5856,Gymnasium Finkenwerder,20007,Norderschulweg,18,21129,Hamburg,gymnasium-finkenwerder@bsb.hamburg.de,http://www.gymfi.de,557995.327,5931765.803,staatl.,GY,GY,GTS ohne Träger,,5,,451,0,0,341,110,
560338.344,5940281.797,C_2015_Schulen_SekI.142,id79e64932-bdf0-4d9e-b672-59f5eed190f4,349,5859,Gymnasium Dörpsweg,42014,Dörpsweg,10,22527,Hamburg,gymnasium-doerpsweg@bsb.hamburg.de,http://www.doerpsweg.de,560338.344,5940281.797,staatl.,GY,GY,GTS ohne Träger,,5,,686,0,0,532,154,
561227.338,5939469.654,C_2015_Schulen_SekI.143,id16f9d38c-7cd3-49b2-a009-873cedfb2ad7,350,5860,Albrecht-Thaer-Gymnasium,43001,Wegenkamp,3,22527,Hamburg,albrecht-thaer-gymnasium@bsb.hamburg.de,http://www.hh.schule.de/ath,561227.338,5939469.654,staatl.,GY,GY,GTS ohne Träger,,5,,661,0,0,497,164,
571414.96,5936502.53899999987,C_2015_Schulen_SekI.144,idbd8dd0c7-7155-4c49-b92c-17ba87422e40,351,5862,Charlotte-Paulsen-Gymnasium,58012,Neumann-Reichardt-Straße,20,22041,Hamburg,Charlotte-Paulsen-Gymnasium@bsb.hamburg.de,http://www.cpg-hamburg.de,571414.96,5936502.539,staatl.,GY,GY,GTS ohne Träger,,5,,897,0,0,676,221,
564367.234,5936222.824,C_2015_Schulen_SekI.145,idaa8835e2-cbd5-4b51-9789-7ef36d6687a8,352,5863,Emilie-Wüstenfeld-Gymnasium,35026,Bundesstraße,78,20144,Hamburg,emilie-wuestenfeld-gymnasium@bsb.hamburg.de,http://www.ewg-hamburg.de,564367.234,5936222.824,staatl.,GY,GY,GTS ohne Träger,,5,,959,0,0,727,232,
564535.811,5936529.07,C_2015_Schulen_SekI.146,ide7367e91-94c1-49e1-b2fd-2fd9b25ad19e,353,5864,Helene Lange Gymnasium,37005,Bogenstraße,32,20144,Hamburg,helene-lange-gymnasium@bsb.hamburg.de,http://www.hlg-hamburg.de,564535.811,5936529.07,staatl.,GY,GY,GTS ohne Träger,,5,,905,0,0,666,239,
567909.928,5934586.78699999955,C_2015_Schulen_SekI.147,idb394163a-09eb-4a57-9f9b-5e18d3a92fbd,354,5866,Gymnasium Klosterschule,5006,Westphalensweg,7,20099,Hamburg,gymnasium-klosterschule@bsb.hamburg.de,http://www.klosterschule-hamburg.de,567909.928,5934586.787,staatl.,GY,GY,GTS ohne Träger,,5,,972,0,0,674,298,
568159.422,5936043.569,C_2015_Schulen_SekI.148,id7b15628b-8cdc-4e8e-8983-e4bdbdb8adeb,355,5868,Gymnasium Lerchenfeld,49009,Finkenau,42,22081,Hamburg,gymnasium-lerchenfeld@bsb.hamburg.de,http://www.gyle.de,568159.422,5936043.569,staatl.,GY,GY,GTS ohne Träger,,4,,789,0,0,641,148,
575826.35,5939723.484,C_2015_Schulen_SekI.149,id483bed6a-5584-4f37-949c-9fe377730bdf,356,5869,Gymnasium Rahlstedt,74018,Scharbeutzer Straße,36,22147,Hamburg,Gymnasium-Rahlstedt@bsb.hamburg.de,http://www.gymnasium-rahlstedt.de,575826.35,5939723.484,staatl.,GY,GY,GTS ohne Träger,,5,,876,0,0,681,195,
