Schul-nummer,Kreis,Gemeinde,Rechtsform,Gesamtschule,Name der Schule,PLZ,Schulort,"Straße, Hausnummer",Telefon-vorwahl,Telefon-nummer,Ausländische Schüler,Kennung Internat,Vorklassen,Grundschulen,Förderstufe,Hauptschule,Mittelstufen-schule,Realschule,Integrierte Jahrgangs-stufe,Gymnasien,Förderschulen,Schulen für Erwachsene,Schüler insg. mit Vorklassen,Schüler insg. ohne Vorklassen,Fax,Email Adresse
4782,412,0,1,,Berthold-Simonsohn-Schule,60326,Frankfurt am Main,Kostheimer Straße 11-13,69,21239407,7,,,,,,,,,,25,,25,25,21239093,poststelle@berthold-simonsohn-schule.frankfurt.schulverwaltung.hessen.de
4783,434,8,2,,Albrecht-Strohschein-Schule,61440,Oberursel (Taunus),Marxstraße 22,6171,57490,9,,3,,,,,,,,104,,107,104,580033,info@albrecht-strohschein-schule.de
4784,413,0,2,,Oswald-von-Nell-Breuning-Schule,63069,Offenbach am Main,Osw.-v.-Nell-Breuning-Str. 3,69,9842000,7,,,,,,,,,,189,,189,189,98420053,nell-breuning-schule@tkjhz-of.de
4786,412,0,2,,Schule im Monikahaus,60326,Frankfurt am Main,Kriegkstraße 36,69,9738230,,,,,,,,,,,15,,15,15,97382355,monikahaus@skf-frankfurt.de
4787,435,6,1,,Frida-Kahlo-Schule,63486,Bruchköbel,Am Atzelsgraben 1,6181,364660,14,,,,,,,,,,147,,147,147,3646669,poststelle@frida-kahlo.bruchkoebel.schulverwaltung.hessen.de
4788,438,5,1,,Schule am Goldberg,63150,Heusenstamm,Ginsterweg 1,6104,668953,19,,,,,,,,,,78,,78,78,668965,poststelle@spb.heusenstamm.schulverwaltung.hessen.de
4789,414,0,1,,Fluxusschule Biebrich,65203,Wiesbaden,Pfälzer Straße 7,611,313555,12,,,,,,,,,,83,,83,83,313940,Poststelle@zweite-schule-fuer-praktisch-bildbare.Wiesbaden.schulverwaltung.hessen.de
4790,432,5,1,,Mira-Lobe-Schule,64859,Eppertshausen,Im Niederfeld 20,6071,7391090,13,,14,,,,,,,,106,,120,106,73910930,Poststelle@mls.gross-umstadt.schulverwaltung.hessen.de
4791,438,1,1,,Dezentrale Schule f. Erzieh. u. Kranke,63128,Dietzenbach,Werner-Hilpert-Straße 1,6074,81804163,,,,,,,,,,,14,,14,14,81804914,poststelle@dfe.dietzenbach.schulverwaltung.hessen.de
4792,433,12,1,,Neues Gymnasium,65428,Rüsselsheim,Grundweg 6,6142,2101880,104,,,,,,,,,1057,,,1057,1057,2101884,poststelle@ng.ruesselsheim.schulverwaltung.hessen.de
4793,433,12,2,,Obermayr Europa-Schule Campus Rüsselsheim,65428,Rüsselsheim,Joh.-Sebastian-Bach-Str.63,6142,5507810,9,,,76,,,,72,,13,,,161,161,5507819,ruesselsheim@europa-schule.de
4795,436,11,2,,Kinderzeit-Schule,65824,Schwalbach am Taunus,Am Kronberger Hang 2a,6196,969460,3,,,99,,,,,,,,,99,99,9694619,info@die-kinderzeit-schule.de
4796,436,11,2,,Obermayr International School,65824,Schwalbach am Taunus,Am Weißen Stein,6196,768590,41,,,157,,,,51,,166,,,374,374,7685919,beck@obermayr.com
4860,440,8,2,2,Montessori-Sekundarschule-Wetterau,61169,Friedberg,Maria-Montessori-Weg 2,6031,68990,6,,,,,,,,115,,,,115,115,1667015,poststelle@msv.Friedberg.schulverwaltung.hessen.de
4861,434,1,2,,accadis International School,61352,Bad Homburg v. d. Höhe,Norsk-Data-Straße 5,6172,984141,76,,,175,,,,,,68,,,243,243,984140,school@accadis.com
4862,434,5,2,,Kids Camp-Bilinguale Grundschule,61462,Königstein im Taunus,Bischof-Kaller-Straße 1 b,6174,9987500,12,,,144,,,,,,,,,144,144,9987505,info@kidscamp-koenigstein.de
4864,440,2,2,,Sophie-Scholl-Schule Wetterau,61231,Bad Nauheim,Frankfurter Straße 103,6032,8040860,2,,,98,,,,,,,,,98,98,804086111,info@sophie-scholl-schule-wetterau.de
4866,440,3,2,,Europäische Schule RheinMain,61118,Bad Vilbel,Theodor-Heuss-Straße 65,6101,505660,52,,,306,,,,,,442,,,748,748,5056690,info@es-rm.eu
4867,434,9,2,,Montessori EcoSchool,61389,Schmitten,Burgweg 9,6082,92398141,,,,17,,,,,,,,,17,17,–,info@montessori-ecoschool.org
4930,435,18,2,,Freie Montessori Schule MKK,63589,Linsengericht,Lagerhausstraße 3,6051,977590,2,,,46,21,,,,,,,,67,67,977591,sk@montessori-mkk.de
4931,435,14,2,,"Paul-Gerhardt-Schule, Grundschule",63457,Hanau,In den Argonnerwiesen 5,6181,1804067,2,,,177,,,,,,,,,177,177,1804965,poststelle@pgs.hanau.schulverwaltung.hessen.de
4932,435,14,1,,Paula-Fürst-Schule,63450,Hanau,Eugen-Kaiser-Staße 9,6181,4406870,,,,,,,,,,,21,,21,21,44068720,poststelle@sfk.hanau.schulverwaltung.hessen.de
4933,435,14,2,,"Paul-Gerhardt-Schule, Gymnasium",63457,Hanau,In den Argonnerwiesen 5,6181,1804067,3,,,,,,,,,347,,,347,347,1804965,schulleitung@paulgerhardt.hanau.schulverwaltung.hessen.de
4934,435,14,2,,"Paul-Gerhard-Schule, Realschule",63457,Hanau,In den Argonnerwiesen 5,6181,1804067,,,,,,,,124,,,,,124,124,1804965,sekretariat@pgs-hanau.de
4935,435,18,2,2,Freie Montessori Sekundarschule MKK,63589,Linsengericht,Lagerhausstraße 3,6051,977590,,,,,,,,,42,,,,42,42,977591,elias@montessori-mkk.de
5001,412,0,1,,Geschwister-Scholl-Schule,60439,Frankfurt am Main,Hadrianstraße 18,69,21238753,196,,,,,,,475,,,,,514,514,21240337,poststelle@geschwister-scholl-schule.frankfurt.schulverwaltung.hessen.de
5002,412,0,1,,Brüder-Grimm-Schule,60385,Frankfurt am Main,Luxemburgerallee 1-3,69,21235277,89,,,,,,,344,,,,,359,359,21235164,poststelle@brueder-grimm-schule.frankfurt.schulverwaltung.hessen.de
5003,412,0,1,,Deutschherrenschule,60594,Frankfurt am Main,Willemerstraße 24,69,21235335,144,,,,,,,421,,,,,421,421,21234563,poststelle@deutschherrenschule.frankfurt.schulverwaltung.hessen.de
5004,412,0,1,,Anne-Frank-Schule,60320,Frankfurt am Main,Fritz-Tarnow-Straße 29,69,21238752,83,,,,,,,519,,,,,519,519,21231874,poststelle@anne-frank-schule.frankfurt.schulverwaltung.hessen.de
5007,412,0,1,,Louise-von-Rothschild-Schule,60389,Frankfurt am Main,Usinger Straße 24,69,21235341,86,,,,,,,382,,,,,382,382,21234431,poststelle@louise-von-rothschild.frankfurt.schulverwaltung.hessen.de
5010,412,0,1,,Falkschule,60327,Frankfurt am Main,Ludwigstraße 34-38,69,21233526,151,,,,,,,392,,,,,402,402,21237615,poststelle@falkschule.frankfurt.schulverwaltung.hessen.de
5012,412,0,1,,Fürstenbergerschule,60322,Frankfurt am Main,Fürstenbergerstraße 152,69,21235145,141,,,,,,,360,,,,,383,383,21231088,poststelle@fuerstenbergerschule.frankfurt.schulverwaltung.hessen.de
5013,412,0,1,,Robert-Koch-Schule,65929,Frankfurt am Main,Luciusstraße 2,69,21245567,132,,,,,,,491,,,,,491,491,21245805,poststelle@robert-koch-schule.frankfurt.schulverwaltung.hessen.de
7158,636,14,1,,Kleeblattschule Wehretal,37287,Wehretal,Friedrich-Ebert-Straße 14a,5651,4311,,,,201,,,,,,,,,201,201,993111,poststelle@ksw.wehretal.schulverwaltung.hessen.de
7159,636,10,1,,Mittelpunktgrundschule,37296,Ringgau,Leimkaute 6,5659,7222,2,,,80,,,,,,,,,80,80,923868,poststelle@g.roehrda.schulverwaltung.hessen.de
7161,636,12,1,,Karlheinz-Böhm-Schule,37284,Waldkappel,Im Teichgarten 6,5656,260,4,,,126,,,,,,,,,126,126,922127,poststelle@ghrf.waldkappel.schulverwaltung.hessen.de
7162,636,13,1,,Gerhart-Hauptmann-Schule,37281,Wanfried,Marktstraße 2 a,5655,590,2,,,176,,,,,,,,,176,176,922182,poststelle@g.wanfried.schulverwaltung.hessen.de
7172,635,4,1,1,Gesamtschule Battenberg,35088,Battenberg (Eder),Senonchesstraße 4,6452,939590,41,,,,,108,,418,,428,,,954,954,9395925,poststelle@gs.battenberg.schulverwaltung.hessen.de
7173,635,6,1,,Grundschule Bottendorf,35099,Burgwald,Frankenberger Straße 11,6451,8750,3,,,173,,,,,,,,,173,173,715825,poststelle@g.bottendorf.schulverwaltung.hessen.de
7174,635,5,1,,Grundschule Bromskirchen,59969,Bromskirchen,Am Bimmig 2,2984,711,4,,,61,,,,,,,,,61,61,–,poststelle@g.bromskirchen.schulverwaltung.hessen.de
5123,411,0,1,,Georg-Büchner-Schule,64285,Darmstadt,Nieder-Ramstädter Straße 120,6151,132560,59,,,,,,,,,765,,,765,765,133598,poststelle@gbs.darmstadt.schulverwaltung.hessen.de
5124,411,0,1,,Justus-Liebig-Schule,64293,Darmstadt,Julius-Reiber-Straße 3,6151,132561,55,,,,,,,,,834,,,834,834,132584,poststelle@lio.darmstadt.schulverwaltung.hessen.de
5125,411,0,1,,Lichtenbergschule,64285,Darmstadt,Ludwigshöhstraße 105,6151,132563,123,,,,,,,,,1223,,,1223,1223,133413,poststelle@luo.darmstadt.schulverwaltung.hessen.de
5126,411,0,1,,Ludwig-Georgs-Gymnasium,64283,Darmstadt,Nieder-Ramstädter Straße 2,6151,132562,28,,,,,,,,,672,,,672,672,133368,poststelle@lgg.darmstadt.schulverwaltung.hessen.de
5127,411,0,1,,Viktoriaschule,64285,Darmstadt,Hochstraße 44,6151,132566,40,,,,,,,,,830,,,830,830,132586,poststelle@viko.darmstadt.schulverwaltung.hessen.de
5128,411,0,2,,Schulzentrum Marienhöhe,64297,Darmstadt,Auf der Marienhöhe 32,6151,53910,30,%,,56,,,,178,,453,,,687,687,5391168,info@marienhoehe.de
5129,411,0,2,,Edith-Stein-Schule,64285,Darmstadt,Seekatzstraße 18-22,6151,964811,37,,,,,,,,,1091,,,1091,1091,964848,schulleitung@ess-darmstadt.de
5134,435,14,1,,Hohe Landesschule,63452,Hanau,Alter Rückinger Weg 53,6181,982820,103,,,,,,,,,1359,,,1359,1359,9828228,poststelle@hohe-landesschule.hanau.schulverwaltung.hessen.de
5135,435,14,1,,Karl-Rehbein-Schule,63450,Hanau,Im Schloßhof 2,6181,6183600,107,,,,,,,,,1803,,,1803,1803,26571,poststelle@karl-rehbein-schule.hanau.schulverwaltung.hessen.de
5136,413,0,1,,Albert-Schweitzer-Schule,63071,Offenbach am Main,Waldstraße 113,69,80652925,229,,,,,,,,,1126,,,1139,1139,80653278,poststelle@schweitzer.offenbach.schulverwaltung.hessen.de
5137,413,0,1,,Leibnizschule,63069,Offenbach am Main,Brandsbornstraße 11,69,80652135,271,,,,,,,,,1229,,,1229,1229,80652745,poststelle@leibniz.offenbach.schulverwaltung.hessen.de
5138,413,0,1,,Rudolf-Koch-Schule,63065,Offenbach am Main,Schloßstraße 50,69,80652235,246,,,,,,,,,854,,,854,854,80653096,poststelle@rks.offenbach.schulverwaltung.hessen.de
5140,414,0,1,,Diltheyschule,65195,Wiesbaden,Georg-August-Straße 16,611,312522,63,,,,,,,,,1175,,,1175,1175,315946,poststelle@dilthey-schule.wiesbaden.schulverwaltung.hessen.de
5141,414,0,1,,Elly-Heuss-Schule,65185,Wiesbaden,Platz der deut. Einheit 2,611,312249,158,,,,,,,,,1174,,,1174,1174,313999,poststelle@elly-heuss-schule.wiesbaden.schulverwaltung.hessen.de
5143,414,0,1,,Gutenbergschule Wiesbaden,65187,Wiesbaden,Mosbacher Straße 1,611,312256,69,,,,,,,,,1138,,,1138,1138,313926,poststelle@gutenbergschule.wiesbaden.schulverwaltung.hessen.de
5144,414,0,1,2,Helene-Lange-Schule,65189,Wiesbaden,Langenbeckstraße 6-18,611,313670,11,,,,,,,,618,,,,618,618,313942,poststelle@helene-lange-schule.wiesbaden.schulverwaltung.hessen.de
5145,414,0,1,,Leibnizschule,65195,Wiesbaden,Zietenring 9,611,312251,53,,,,,,,,,956,,,956,956,314920,poststelle@leibnizschule.wiesbaden.schulverwaltung.hessen.de
5146,414,0,1,,Gymnasium am Mosbacher Berg,65187,Wiesbaden,Mosbacher Straße 57-59,611,312246,97,,,,,,,,,1101,,,1101,1101,313943,poststelle@gymnasium-am-mosbacher-berg.wiesbaden.schulverwaltung.hessen.de
5147,414,0,1,,Oranienschule,65185,Wiesbaden,Oranienstraße 5-7,611,312248,66,,,,,,,,,894,,,894,894,314921,poststelle@oranienschule.wiesbaden.schulverwaltung.hessen.de
5148,414,0,2,,Humboldt-Schule,65187,Wiesbaden,Mosbacher Straße 36,611,6091350,12,,,,,,,,,792,,,792,792,85728,poststelle@humboldt.wiesbaden.schulverwaltung.hessen.de
5149,535,1,1,,Albert-Schweitzer-Schule Alsfeld,36304,Alsfeld,Schillerstraße 1,6631,705900,22,,,,,,,,,902,,,902,902,7059018,poststelle@albert-schweitzer.alsfeld.schulverwaltung.hessen.de
5150,431,2,1,,Altes Kurfürstliches Gymnasium,64625,Bensheim,Wilhelmstraße 64,6251,84320,27,,,,,,,,,973,,,973,973,843250,poststelle@akg.bensheim.schulverwaltung.hessen.de
5152,431,2,1,,Goethe-Gymnasium,64625,Bensheim,Auerbacher Weg 24,6251,770630,52,,,,,,,,,1170,,,1170,1170,7706329,poststelle@goethe.bensheim.schulverwaltung.hessen.de
5153,431,11,1,,Starkenburg-Gymnasium,64646,Heppenheim (Bergstraße),Gerhart-Hauptmann-Straße 21,6252,99510,44,,,,,,,,,929,,,929,929,995111,poststelle@starkenburg.heppenheim.schulverwaltung.hessen.de
5154,431,21,1,,Überwald-Gymnasium,69483,Wald-Michelbach,Forsthausstraße 20,6207,94090,14,,,,,,,,,569,,,569,569,940944,poststelle@uewg.wald-michelbach.schulverwaltung.hessen.de
5155,431,2,2,,Liebfrauenschule,64625,Bensheim,Obergasse 38,6251,96540,15,,,,,,,108,,634,,,742,742,965454,poststelle@lfs.bensheim.schulverwaltung.hessen.de
5157,431,19,1,,Martin-Luther-Schule,64668,Rimbach,Staatsstraße 6,6253,99070,37,,,,,,,,,1093,,,1093,1093,990730,poststelle@mls.rimbach.schulverwaltung.hessen.de
5158,431,20,2,,Albertus-Magnus-Schule,68519,Viernheim,August-Bebel-Straße 9,6204,3074,51,,,,,,,,,722,,,722,722,620308,poststelle@ams.viernheim.schulverwaltung.hessen.de
5159,534,4,1,,Lahntalschule Biedenkopf,35216,Biedenkopf,Am Freibad 19,6461,95180,44,,,,,,,,,994,,,994,994,951829,poststelle@lts.biedenkopf.schulverwaltung.hessen.de
5160,440,4,1,,Wolfgang-Ernst-Gymnasium,63654,Büdingen,Wilhelm-Lückert-Straße 4,6042,3601,24,,,,,,,,,984,,,984,984,1288,poststelle@webue.buedingen.schulverwaltung.hessen.de
5161,440,16,1,,Gymnasium Nidda,63667,Nidda,Gymnasiumstraße 1,6043,96270,32,,,,,,,,,779,,,779,779,962722,poststelle@gymn.nidda.schulverwaltung.hessen.de
5163,440,6,2,,Internatsschule Institut Lucius,61209,Echzell,Forsthaus,6008,232,5,%,,,,,,,,144,,,144,144,7332,poststelle@internat-lucius.echzell.schulverwaltung.hessen.de
5165,432,2,1,,Bachgauschule,64832,Babenhausen,Martin-Luther-Straße 13,6073,5355,24,,,,,,,,,374,,,374,374,2740,poststelle@bgs.babenhausen.schulverwaltung.hessen.de
5166,432,10,1,,Max-Planck-Gymnasium,64823,Groß-Umstadt,Realschulstraße 9,6078,93930,31,,,,,,,,,1085,,,1085,1085,939322,poststelle@mps.gross-umstadt.schulverwaltung.hessen.de
5167,532,6,1,,Wilhelm-von-Oranien Schule,35683,Dillenburg,Jahnstraße 1,2771,89920,48,,,,,,,,,1194,,,1194,1194,899218,poststelle@wilhelm-von-oranien.dillenburg.schulverwaltung.hessen.de
5168,532,12,1,,Johanneum-Gymnasium,35745,Herborn,Otto-Wels-Straße 1a,2772,94270,32,,,,,,,,,1509,,,1509,1509,942726,poststelle@johanneum.herborn.schulverwaltung.hessen.de
5169,437,11,1,,Gymnasium Michelstadt,64720,Michelstadt,Erbacher Straße 23,6061,95990,57,,,,,,,,,1345,,,1345,1345,71747,poststelle@gymnasium.michelstadt.schulverwaltung.hessen.de
5170,440,2,1,,Ernst-Ludwig-Schule,61231,Bad Nauheim,Am Solgraben 8,6032,33055,44,,,,,,,,,1070,,,1070,1070,33056,poststelle@elbn.bad-nauheim.schulverwaltung.hessen.de
5171,440,3,1,,Georg-Büchner-Gymnasium,61118,Bad Vilbel,Saalburgstraße 11,6101,542570,66,,,,,,,,,1323,,,1323,1323,542571,poststelle@gbbv.bad-vilbel.schulverwaltung.hessen.de
5172,440,5,1,,Weidigschule,35510,Butzbach,Im Vogelsang 8,6033,91170,36,,,,,,,,,1198,,,1198,1198,911733,poststelle@webz.butzbach.schulverwaltung.hessen.de
5174,440,8,1,,Augustinerschule,61169,Friedberg,Goetheplatz 4,6031,72390,46,,,,,,,,,1263,,,1263,1263,723947,poststelle@aufb.friedberg.schulverwaltung.hessen.de
5175,440,8,1,,Burggymnasium,61169,Friedberg,Burg 8,6031,73410,59,,,,,,,,,706,,,706,706,734149,poststelle@bufb.friedberg.schulverwaltung.hessen.de
5176,440,2,2,,Sankt Lioba-Schule,61231,Bad Nauheim,Eleonorenring 2,6032,921515,18,,,,,,,,,955,,,955,955,921340,lioba@lioba.de
5177,435,10,1,,Grimmelshausen-Gymnasium,63571,Gelnhausen,In der Aue 3,6051,17008,29,,,,,,,,,1279,,,1279,1279,16986,poststelle@grimmelshausen.gelnhausen.schulverwaltung.hessen.de
5178,531,10,2,,Laubach-Kolleg,35321,Laubach,Königsberger Straße 2,6405,91200,21,%,,,,,,,,244,,,244,244,912023,info@laubach-kolleg.de
5179,433,4,1,,Gymnasium Gernsheim,64579,Gernsheim,Theodor-Heuss-Straße,6258,989590,49,,,,,,,,,1195,,,1195,1195,9895929,poststelle@gymnasium.gernsheim.schulverwaltung.hessen.de
5180,433,6,1,,Prälat-Diehl-Schule,64521,Groß-Gerau,Sudetenstraße 60,6152,93350,73,,,,,,,,,1245,,,1245,1245,933533,poststelle@praelat-diehl.gross-gerau.schulverwaltung.hessen.de
5181,433,12,1,,Immanuel-Kant-Schule,65428,Rüsselsheim,Evreuxring 25,6142,603390,109,,,,,,,,,1022,,,1022,1022,6033915,poststelle@iks.ruesselsheim.schulverwaltung.hessen.de
5182,433,12,1,,Max-Planck-Schule,65428,Rüsselsheim,Joseph-Haydn-Straße 1,6142,836770,206,,,,,,,,,1197,,,1197,1197,8367715,poststelle@mps.ruesselsheim.schulverwaltung.hessen.de
5183,435,11,2,,Franziskanergymnasium Kreuzburg,63538,Großkrotzenburg,Niederwaldstraße 1,6186,916700,19,,,,,,,,,1235,,,1235,1235,916711,poststelle@franziskaner.kreuzburg.schulverwaltung.hessen.de
5184,535,11,1,,Alexander-von-Humboldt-Schule,36341,Lauterbach (Hessen),Bahnhofstraße 44,6641,6447310,17,,,,,,,,,992,,,992,992,64473120,poststelle@alexander-von-humboldt.lauterbach.schulverwaltung.hessen.de
5186,533,9,1,,Tilemannschule,65549,Limburg an der Lahn,Josef-Heppel-Straße 3,6431,22063,54,,,,,,,,,947,,,947,947,24357,poststelle@tilemann.limburg.schulverwaltung.hessen.de
5188,533,9,2,,Private Marienschule,65549,Limburg an der Lahn,Graupfortstraße 5,6431,201250,9,,,,,,,,,1020,,,1020,1020,201233,poststelle@marienschule.limburg.schulverwaltung.hessen.de
5189,436,7,1,,Main-Taunus-Schule,65719,Hofheim am Taunus,Rudolf-Mohr-Straße 4,6192,99130,86,,,,,,,,,1514,,,1514,1514,991366,poststelle@main-taunus.hofheim.schulverwaltung.hessen.de
5190,436,11,1,,Albert-Einstein-Schule,65824,Schwalbach am Taunus,Ober der Röth 1,6196,88910,154,,,,,,,,,1379,,,1408,1408,889125,poststelle@albert-einstein.schwalbach.schulverwaltung.hessen.de
5191,436,8,2,,Privatgymnasium Dr. Richter,65779,Kelkheim (Taunus),Gagernring 7+9,6195,96960,10,,,,,,,,,644,,,644,644,969626,sekretariat@pdr-kelkheim.de
5192,439,11,2,,Privatgymnasium Königshofen,65527,Niedernhausen,Niederseelbacher Straße 64,6127,5734,3,%,,,,,,,,48,,,48,48,5859,schule@pg-k.de
5193,533,17,1,,Gymnasium Philippinum,35781,Weilburg,Lessingstraße 33,6471,93790,18,,,,,,,,,1058,,,1058,1058,937979,poststelle@philippinum.weilburg.schulverwaltung.hessen.de
5194,434,1,1,,Humboldtschule,61348,Bad Homburg v. d. Höhe,Jacobistraße 37,6172,6870700,131,,,,,,,,,1668,,,1668,1668,68707129,poststelle@hus.bad-homburg.schulverwaltung.hessen.de
5195,434,1,1,,Kaiserin-Friedrich-Gymnasium,61352,Bad Homburg v. d. Höhe,Auf der Steinkaut 1-15,6172,684830,101,,,,,,,,,1332,,,1332,1332,6848349,poststelle@kfg.bad-homburg.schulverwaltung.hessen.de
5199,434,5,2,,Bischof-Neumann-Schule,61462,Königstein im Taunus,Bischof-Kindermann-Str. 11,6174,29990,24,,,,,,,,,737,,,737,737,299928,poststelle@bns.koenigstein.schulverwaltung.hessen.de
5201,438,5,1,,Adolf-Reichwein-Gymnasium,63150,Heusenstamm,Leibnizstraße 34-36,6104,96230,56,,,,,,,,,1124,,,1124,1124,962377,poststelle@adolf-reichwein-gym.heusenstamm.schulverwaltung.hessen.de
5202,438,6,1,,Dreieichschule,63225,Langen,Goethestraße 6,6103,303390,88,,,,,,,,,1211,,,1211,1211,3033911,poststelle@dreieich.langen.schulverwaltung.hessen.de
5203,438,8,1,,Friedrich-Ebert-Gymnasium,63165,Mühlheim am Main,In der Seewiese 1,6108,70810,66,,,,,,,,,776,,,776,776,708110,poststelle@friedrich-ebert-gym.muehlheim.schulverwaltung.hessen.de
5204,438,9,1,,Goetheschule,63263,Neu-Isenburg,Offenbacher Straße 160,6102,882780,109,,,,,,,,,953,,,953,953,8827810,poststelle@goethe.neu-isenburg.schulverwaltung.hessen.de
5206,438,2,1,,Ricarda-Huch-Schule,63303,Dreieich,Breslauer Straße 15,6103,8335630,62,,,,,,,,,1132,,,1132,1132,8335633,poststelle@ricarda-huch.dreieich.schulverwaltung.hessen.de
5207,435,25,1,,Ulrich-von-Hutten-Gymnasium,36381,Schlüchtern,Im Kloster 1,6661,96250,26,,,,,,,,,879,,,879,879,962599,poststelle@vonhutten.schluechtern.schulverwaltung.hessen.de
5208,439,8,1,,Pestalozzischule,65510,Idstein,Schloßgasse 22,6126,94540,42,,,,,,,,,991,,,991,991,945420,poststelle@psi.idstein.schulverwaltung.hessen.de
5212,411,0,1,,Bertolt-Brecht-Schule,64289,Darmstadt,Kranichsteiner Straße 84,6151,132837,61,,,,,,,,,648,,,648,648,132838,poststelle@bbs.darmstadt.schulverwaltung.hessen.de
5213,412,0,1,,Max-Beckmann-Schule,60487,Frankfurt am Main,Sophienstraße 70,69,21236964,196,,,,,,,,,1017,,,1030,1030,21239724,poststelle@max-beckmann-schule.frankfurt.schulverwaltung.hessen.de
5214,414,0,1,,Martin-Niemöller-Schule,65189,Wiesbaden,Bierstadter Straße 47,611,317410,44,,,,,,,,,560,,,560,560,317435,poststelle@martin-niemoeller-schule.wiesbaden.schulverwaltung.hessen.de
5215,431,13,1,,Lessing-Gymnasium,68623,Lampertheim,Biedensandstraße 55,6206,155220,42,,,,,,,,,1105,,,1105,1105,1552229,poststelle@lessing.lampertheim.schulverwaltung.hessen.de
5216,432,4,1,,Alfred-Delp-Schule,64807,Dieburg,Auf der Leer 10,6071,92470,44,,,,,,,,,716,,,716,716,924750,poststelle@ads.dieburg.schulverwaltung.hessen.de
5217,435,6,1,,G.-Ch.-Lichtenberg-Oberstufengymnasium,63486,Bruchköbel,Pestalozzistraße 1,6181,71078,63,,,,,,,,,619,,,619,619,71079,poststelle@log.bruchkoebel.schulverwaltung.hessen.de
5218,412,0,1,,Friedrich-Dessauer-Gymnasium,65929,Frankfurt am Main,Michael-Stumpf-Straße 2,69,21245607,173,,,,,,,,,794,,,794,794,21245793,poststelle@friedrich-dessauer-gymnasium.frankfurt.schulverwaltung.hessen.de
5219,532,23,1,,Goetheschule,35578,Wetzlar,Frankfurter Straße 72,6441,97820,32,,,,,,,,,677,,,677,677,978214,poststelle@goethe.wetzlar.schulverwaltung.hessen.de
5220,435,19,1,,Albert-Einstein-Schule,63477,Maintal,Goethestraße 61,6109,76520,123,,,,,,,,,1107,,,1107,1107,765214,poststelle@einstein.maintal.schulverwaltung.hessen.de
5221,414,0,1,,Carl-von-Ossietzky-Schule,65197,Wiesbaden,Ernst-von-Harnack-Straße 1,611,317010,58,,,,,,,,,419,,,419,419,317040,poststelle@carl-von-ossietzky-schule.wiesbaden.schulverwaltung.hessen.de
5222,433,12,1,,Gustav-Heinemann-Schule,65428,Rüsselsheim,Königstädter Straße 82,6142,85050,123,,,,,,,,,483,,,483,483,850530,poststelle@gustav-heinemann.ruesselsheim.schulverwaltung.hessen.de
5223,438,11,1,,Claus-von-Stauffenberg-Schule,63110,Rodgau,Mainzer Straße 16,6106,280750,46,,,,,,,,,656,,,656,656,29141,poststelle@claus-von-stauffenberg.rodgau.schulverwaltung.hessen.de
5224,531,5,2,,August-Hermann-Francke-Schule,35394,Gießen,Talstraße 7,641,73016,16,,,186,,,,199,,402,,,787,787,791299,poststelle@ahfs.giessen.schulverwaltung.hessen.de
5227,411,0,2,,Freie Waldorfschule Darmstadt,64297,Darmstadt,Arndtstraße 6,6151,95550,8,,,216,,,,,,397,,,613,613,955520,info@waldorfschule-darmstadt.de
5229,431,13,2,,Privates Litauisches Gymnasium,68623,Lampertheim,Lorscher Straße 1,6256,322,77,%,,,,,,,,200,,,200,200,1641,info@litauischesgymnasium.de
5230,414,0,2,,Freie Waldorfschule Wiesbaden,65203,Wiesbaden,Albert-Schweitzer-Allee 40,611,607080,12,,,133,,,,,,303,,,436,436,6070810,poststelle@waldorfschule.wiesbaden.schulverwaltung.hessen.de
5231,440,2,2,,Freie Waldorfschule Wetterau,61231,Bad Nauheim,An der Birkenkaute 8,6032,34952100,4,,,104,,,,,,454,,,558,558,34952101,poststelle@fws.wetterau.schulverwaltung.hessen.de
5232,439,3,1,,Gymnasium Eltville,65343,Eltville am Rhein,Wiesweg 7,6123,908020,24,,,,,,,,,761,,,761,761,9080211,poststelle@gymnasium.eltville.schulverwaltung.hessen.de
